"","famN","yearOfBirth","yearOfDeath","sex","mother_id","father_id","anoinicio","origem_desc","district_ori","county_ori","ori_long","ori_lat","res_desc","district_res","county_res","res_long","res_lat"
"1860","497","1913",NA,"male",NA,NA,"1946","AVEIRO                         AROUCA","AVEIRO","AROUCA","-8.245099","40.9321489","PORTO                         MATOSINHOS","PORTO","MATOSINHOS","-8.6962775","41.1844362"
"1861","712","1946",NA,"female",NA,NA,"1979","COIMBRA                        TABUA","COIMBRA","TABUA","-8.0282218","40.3617145","GUARDA                        SABUGAL","GUARDA","SABUGAL","-7.0498442","40.3793416"
"1862","152","1954",NA,"female",NA,NA,"1991","VISEU                          CARREGAL DO SAL","VISEU","CARREGAL DO SAL","-7.9980002","40.4347784","SANTAREM                      CARTAXO","SANTAREM","CARTAXO","-8.7888254","39.1618166"
"1863","725","1905",NA,"unknown",NA,NA,"1939","AVEIRO                         SANTA MARIA DA FEIRA","AVEIRO","SANTA MARIA DA FEIRA","-8.5483247","40.926794","SETUBAL                       MOITA","SETUBAL","MOITA","-8.9902047","38.6527329"
"1864","530","1948",NA,"female",NA,NA,"1980","VILA REAL                      MESÃO FRIO","VILA REAL","MESÃO FRIO","-7.8899228","41.1598648","VIANA DO CASTELO              ARCOS DE VALDEVEZ","VIANA DO CASTELO","ARCOS DE VALDEVEZ","-8.41885767651288","41.8468116541516"
"1865","235","1990",NA,"unknown",NA,NA,"2027","VISEU                          SATÃO","VISEU","SATÃO","-7.7321201","40.7423572","AVEIRO                        ILHAVO","AVEIRO","ILHAVO","-8.672371","40.602309"
"1866","783","1946",NA,"unknown",NA,NA,"1969","AVEIRO                         S. JOÃO DA MADEIRA","AVEIRO","S. JOÃO DA MADEIRA","-8.4906716","40.9005238","VISEU                         NELAS","VISEU","NELAS","-7.8498679","40.537787"
"1867","180","1981",NA,"unknown",NA,NA,"2007","SANTAREM                       SALVATERRA DE MAGOS","SANTAREM","SALVATERRA DE MAGOS","-8.794182","39.0272019","PORTO                         GONDOMAR","PORTO","GONDOMAR","-8.5291423","41.1395599"
"1868","748","1994",NA,"male",NA,NA,"2015","VISEU                          SANTA COMBA DÃO","VISEU","SANTA COMBA DÃO","-8.1502433","40.3930591","PORTO                         MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043"
"1869","893","1949",NA,"female",NA,NA,"1982","AVEIRO                         ANADIA","AVEIRO","ANADIA","-8.4354306","40.4409572","SANTAREM                      TOMAR","SANTAREM","TOMAR","-8.4043125","39.6053819"
"1870","736","1955",NA,"female",NA,NA,"1987","GUARDA                         VILA NOVA DE FOZ COA","GUARDA","VILA NOVA DE FOZ COA","-7.1403598","41.0822466","BRAGA                         FAFE","BRAGA","FAFE","-8.1728619","41.4508217"
"1871","10","1894",NA,"male",NA,NA,"1932","LISBOA                         AZAMBUJA","LISBOA","AZAMBUJA","-8.8692915","39.0696027","COIMBRA                       PENACOVA","COIMBRA","PENACOVA","-8.28054","40.2704883"
"1872","526","1875",NA,"male",NA,NA,"1901","GUARDA                         VILA NOVA DE FOZ COA","GUARDA","VILA NOVA DE FOZ COA","-7.1403598","41.0822466","AVEIRO                        ESPINHO","AVEIRO","ESPINHO","-8.6410332","41.0071914"
"1873","765","1887",NA,"male",NA,NA,"1912","VISEU                          MORTAGUA","VISEU","MORTAGUA","-8.2325058","40.3968539","SETUBAL                       MONTIJO","SETUBAL","MONTIJO","-8.9741183","38.7055652"
"1874","918","1909",NA,"unknown",NA,NA,"1932","VILA REAL                      SABROSA","VILA REAL","SABROSA","-7.5755135","41.266132","SETUBAL                       SANTIAGO DO CACEM","SETUBAL","SANTIAGO DO CACEM","-8.6956768","38.0162314"
"1875","847","1983",NA,"female",NA,NA,"2006","SETUBAL                        SETUBAL","SETUBAL","SETUBAL","-8.8909328","38.5260437","COIMBRA                       COIMBRA","COIMBRA","COIMBRA","-8.4102573","40.2033145"
"1876","501","1943",NA,"unknown",NA,NA,"1977","BRAGA                          VIEIRA DO MINHO","BRAGA","VIEIRA DO MINHO","-8.1416198","41.6343218","COIMBRA                       OLIVEIRA DO HOSPITAL","COIMBRA","OLIVEIRA DO HOSPITAL","-7.8622032","40.3608614"
"1877","23","2006",NA,"unknown",NA,NA,"2036","BRAGA                          VIEIRA DO MINHO","BRAGA","VIEIRA DO MINHO","-8.1416198","41.6343218","COIMBRA                       PAMPILHOSA DA SERRA","COIMBRA","PAMPILHOSA DA SERRA","-7.9519961","40.0460146"
"1878","840","2001",NA,"female",NA,NA,"2034","VISEU                          ARMAMAR","VISEU","ARMAMAR","-7.6932177","41.1090606","AVEIRO                        MEALHADA","AVEIRO","MEALHADA","-8.4534853","40.3784627"
"1879","654","1888",NA,"unknown",NA,NA,"1910","LEIRIA                         FIGUEIRO DOS VINHOS","LEIRIA","FIGUEIRO DOS VINHOS","-8.2801574","39.8993771","VISEU                         MORTAGUA","VISEU","MORTAGUA","-8.2325058","40.3968539"
"1880","455","1906",NA,"unknown",NA,NA,"1938","C BRANCO                       OLEIROS","C BRANCO","OLEIROS","-7.9138535","39.9201996",NA,NA,NA,NA,NA
"1881","321","1919",NA,"female",NA,NA,"1953","PORTO                          GONDOMAR","PORTO","GONDOMAR","-8.5291423","41.1395599","BRAGA                         BRAGA","BRAGA","BRAGA","-8.426507","41.5454486"
"1882","123","1915",NA,"male",NA,NA,"1954","AVEIRO                         AVEIRO","AVEIRO","AVEIRO","-8.6537539","40.6405055","PORTO                         MATOSINHOS","PORTO","MATOSINHOS","-8.6962775","41.1844362"
"1883","980","1962",NA,"unknown",NA,NA,"1982","VIANA DO CASTELO               ARCOS DE VALDEVEZ","VIANA DO CASTELO","ARCOS DE VALDEVEZ","-8.41885767651288","41.8468116541516","AVEIRO                        ILHAVO","AVEIRO","ILHAVO","-8.672371","40.602309"
"1884","415","1938",NA,"female",NA,NA,"1974","AVEIRO                         CASTELO DE PAIVA","AVEIRO","CASTELO DE PAIVA","-8.2714736","41.0409444","BRAGA                         AMARES","BRAGA","AMARES","-8.349917","41.6336322"
"1885","200","1921",NA,"male",NA,NA,"1961","VILA REAL                      MESÃO FRIO","VILA REAL","MESÃO FRIO","-7.8899228","41.1598648","VISEU                         MANGUALDE","VISEU","MANGUALDE","-7.7664152","40.6083723"
"1886","271","1958",NA,"unknown",NA,NA,"1988","SANTAREM                       CORUCHE","SANTAREM","CORUCHE","-8.5248217","38.9603055","COIMBRA                       ARGANIL","COIMBRA","ARGANIL","-8.0537909","40.218499"
"1887","880","1905",NA,"male",NA,NA,"1929","AVEIRO                         ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236","GUARDA                        CELORICO DA BEIRA","GUARDA","CELORICO DA BEIRA","-7.3927217","40.6335005"
"1888","878","1903",NA,"male",NA,NA,"1926","COIMBRA                        PAMPILHOSA DA SERRA","COIMBRA","PAMPILHOSA DA SERRA","-7.9519961","40.0460146","SETUBAL                       MOITA","SETUBAL","MOITA","-8.9902047","38.6527329"
"1889","246","1910",NA,"female",NA,NA,"1938","LISBOA                         LISBOA","LISBOA","LISBOA","-9.1393366","38.7222524","COIMBRA                       PAMPILHOSA DA SERRA","COIMBRA","PAMPILHOSA DA SERRA","-7.9519961","40.0460146"
"1890","122","1921",NA,"unknown",NA,NA,"1959","C BRANCO                       CASTELO BRANCO","C BRANCO","CASTELO BRANCO","-7.4875687","39.8214511","LEIRIA                        PENICHE","LEIRIA","PENICHE","-9.387622","39.3603291"
"1891","865","1972",NA,"female",NA,NA,"1993","AVEIRO                         AVEIRO","AVEIRO","AVEIRO","-8.6537539","40.6405055","COIMBRA                       PENACOVA","COIMBRA","PENACOVA","-8.28054","40.2704883"
"1892","528","1883",NA,"unknown",NA,NA,"1912","BRAGA                          BARCELOS","BRAGA","BARCELOS","-8.4411619","41.5414598","PORTO                         TROFA","PORTO","TROFA","-8.5599893","41.3390535"
"1893","560","1989",NA,"unknown",NA,NA,"2026","LISBOA                         LISBOA","LISBOA","LISBOA","-9.1393366","38.7222524","VIANA DO CASTELO              PONTE DA BARCA","VIANA DO CASTELO","PONTE DA BARCA","-8.41641271603104","41.8064160978201"
"1894","403","1926",NA,"female",NA,NA,"1959","FARO                           LOULE","FARO","LOULE","-8.020216","37.1379187","PORTO                         MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043"
"1895","669","1939",NA,"male",NA,NA,"1971","VIANA DO CASTELO               PAREDES DE COURA","VIANA DO CASTELO","PAREDES DE COURA","-8.5614589","41.9130455","PORTO                         PORTO","PORTO","PORTO","-8.6291053","41.1579438"
"1896","941","1933",NA,"unknown",NA,NA,"1969","PORTO                          MAIA","PORTO","MAIA","-8.621049","41.2278891","VILA REAL                     VILA REAL","VILA REAL","VILA REAL","-7.7422354","41.3010351"
"1897","579","1879",NA,"female",NA,NA,"1902","PORTO                          PORTO","PORTO","PORTO","-8.6291053","41.1579438","LISBOA                        MAFRA","LISBOA","MAFRA","-9.3320856","38.9443106"
"1898","897","1892",NA,"male",NA,NA,"1917","PORTO                          MAIA","PORTO","MAIA","-8.621049","41.2278891","AVEIRO                        MURTOSA","AVEIRO","MURTOSA","-8.6399173","40.7370493"
"1899","106","1998",NA,"male",NA,NA,"2025","PORTO                          MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043","LEIRIA                        ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667"
"1900","642","1911",NA,"unknown",NA,NA,"1933","LEIRIA                         PENICHE","LEIRIA","PENICHE","-9.387622","39.3603291","SETUBAL                       SESIMBRA","SETUBAL","SESIMBRA","-9.1014903","38.444217"
"1901","738","1898",NA,"male",NA,NA,"1920","SANTAREM                       OUREM","SANTAREM","OUREM","-8.5773408","39.6564974","AVEIRO                        MEALHADA","AVEIRO","MEALHADA","-8.4534853","40.3784627"
"1902","695","1904",NA,"female",NA,NA,"1925","COIMBRA                        TABUA","COIMBRA","TABUA","-8.0282218","40.3617145","FARO                          LOULE","FARO","LOULE","-8.020216","37.1379187"
"1903","618","1905",NA,"male",NA,NA,"1929","LEIRIA                         PENICHE","LEIRIA","PENICHE","-9.387622","39.3603291","AVEIRO                        SEVER DO VOUGA","AVEIRO","SEVER DO VOUGA","-8.3717672","40.7334189"
"1904","155","1942",NA,"unknown",NA,NA,"1980","SETUBAL                        MOITA","SETUBAL","MOITA","-8.9902047","38.6527329","COIMBRA                       OLIVEIRA DO HOSPITAL","COIMBRA","OLIVEIRA DO HOSPITAL","-7.8622032","40.3608614"
"1905","368","1913",NA,"male",NA,NA,"1948","PORTALEGRE                     CAMPO MAIOR","PORTALEGRE","CAMPO MAIOR","-7.0700063","39.0134528","C BRANCO                      FUNDÃO","C BRANCO","FUNDÃO","-7.501078","40.1380138"
"1906","359","1975",NA,"male",NA,NA,"2014","VIANA DO CASTELO               VALENÇA","VIANA DO CASTELO","VALENÇA","-8.64236643582249","42.0274675841917","PORTO                         TROFA","PORTO","TROFA","-8.5599893","41.3390535"
"1907","410","1913",NA,"unknown",NA,NA,"1948","GUARDA                         AGUIAR DA BEIRA","GUARDA","AGUIAR DA BEIRA","-7.5454104","40.816453","BRAGA                         VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161"
"1908","951","1956",NA,"male",NA,NA,"1989","PORTO                          PENAFIEL","PORTO","PENAFIEL","-8.2891305","41.2052808","SETUBAL                       SANTIAGO DO CACEM","SETUBAL","SANTIAGO DO CACEM","-8.6956768","38.0162314"
"1909","410","1904",NA,"unknown",NA,NA,"1939","COIMBRA                        SOURE","COIMBRA","SOURE","-8.6218634","40.0604197","VILA REAL                     CHAVES","VILA REAL","CHAVES","-7.4731648","41.741781"
"1910","470","1945",NA,"unknown",NA,NA,"1982","AVEIRO                         AROUCA","AVEIRO","AROUCA","-8.245099","40.9321489","VISEU                         MORTAGUA","VISEU","MORTAGUA","-8.2325058","40.3968539"
"1911","110","1906",NA,"unknown",NA,NA,"1942","LEIRIA                         POMBAL","LEIRIA","POMBAL","-8.6321415","39.9167748","VILA REAL                     SABROSA","VILA REAL","SABROSA","-7.5755135","41.266132"
"1912","445","1928",NA,"unknown",NA,NA,"1954","AVEIRO                         ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236","GUARDA                        CELORICO DA BEIRA","GUARDA","CELORICO DA BEIRA","-7.3927217","40.6335005"
"1913","477","1930",NA,"unknown",NA,NA,"1960","VISEU                          VISEU","VISEU","VISEU","-7.9124712","40.6565861","FARO                          LAGOS","FARO","LAGOS","-8.6730275","37.1027881"
"1914","961","1972",NA,"male",NA,NA,"2008","BRAGANCA                       FREIXO DE ESPADA A CINTA","BRAGANCA","FREIXO DE ESPADA A CINTA","-6.8087993","41.0900806","VISEU                         CARREGAL DO SAL","VISEU","CARREGAL DO SAL","-7.9980002","40.4347784"
"1915","443","1883",NA,"unknown",NA,NA,"1915","AVEIRO                         OLIVEIRA DO BAIRRO","AVEIRO","OLIVEIRA DO BAIRRO","-8.498208","40.5170209","AVEIRO                        ANADIA","AVEIRO","ANADIA","-8.4354306","40.4409572"
"1916","779","1956",NA,"unknown",NA,NA,"1990","COIMBRA                        MONTEMOR-O-VELHO","COIMBRA","MONTEMOR-O-VELHO","-8.6826636","40.1748245","SANTAREM                      TOMAR","SANTAREM","TOMAR","-8.4043125","39.6053819"
"1917","405","1875",NA,"unknown",NA,NA,"1905","BRAGANCA                       ALFANDEGA DA FE","BRAGANCA","ALFANDEGA DA FE","-6.9601807","41.344363","LISBOA                        LOURINHÃ","LISBOA","LOURINHÃ","-9.3129511","39.2414853"
"1918","829","1939",NA,"female",NA,NA,"1960","VIANA DO CASTELO               VIANA DO CASTELO","VIANA DO CASTELO","VIANA DO CASTELO","-8.8344101","41.6918275","LEIRIA                        PORTO DE MOS","LEIRIA","PORTO DE MOS","-8.816531873487","39.6052039331281"
"1919","330","1920",NA,"male",NA,NA,"1954","SETUBAL                        SETUBAL","SETUBAL","SETUBAL","-8.8909328","38.5260437","LEIRIA                        PORTO DE MOS","LEIRIA","PORTO DE MOS","-8.816531873487","39.6052039331281"
"1920","606","1925",NA,"male",NA,NA,"1962","PORTO                          PENAFIEL","PORTO","PENAFIEL","-8.2891305","41.2052808","AVEIRO                        ANADIA","AVEIRO","ANADIA","-8.4354306","40.4409572"
"1921","871","1936",NA,"female",NA,NA,"1957","LEIRIA                         FIGUEIRO DOS VINHOS","LEIRIA","FIGUEIRO DOS VINHOS","-8.2801574","39.8993771","PORTO                         VILA DO CONDE","PORTO","VILA DO CONDE","-8.7478619","41.3517302"
"1922","953","2006",NA,"male",NA,NA,"2045","PORTO                          VALONGO","PORTO","VALONGO","-8.498352","41.1887594","VIANA DO CASTELO              PONTE DE LIMA","VIANA DO CASTELO","PONTE DE LIMA","-8.58287279610424","41.7654677847047"
"1923","13","1996",NA,"male",NA,NA,"2035","COIMBRA                        OLIVEIRA DO HOSPITAL","COIMBRA","OLIVEIRA DO HOSPITAL","-7.8622032","40.3608614","SANTAREM                      CARTAXO","SANTAREM","CARTAXO","-8.7888254","39.1618166"
"1924","835","1877",NA,"female",NA,NA,"1907","AVEIRO                         S. JOÃO DA MADEIRA","AVEIRO","S. JOÃO DA MADEIRA","-8.4906716","40.9005238","LISBOA                        SINTRA","LISBOA","SINTRA","-9.3816589","38.8028687"
"1925","317","1880",NA,"female",NA,NA,"1902","AVEIRO                         ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236","VISEU                         MORTAGUA","VISEU","MORTAGUA","-8.2325058","40.3968539"
"1926","576","1951",NA,"male",NA,NA,"1980","VIANA DO CASTELO               MONÇÃO","VIANA DO CASTELO","MONÇÃO","-8.48168647798729","42.0773036128971","VISEU                         MANGUALDE","VISEU","MANGUALDE","-7.7664152","40.6083723"
"1927","403","1995",NA,"unknown",NA,NA,"2024","PORTO                          MARCO DE CANAVESES","PORTO","MARCO DE CANAVESES","-8.1477551","41.1845043","LEIRIA                        ALCOBAÇA","LEIRIA","ALCOBAÇA","-8.9796492","39.548667"
"1928","638","1954",NA,"male",NA,NA,"1977","VISEU                          VISEU","VISEU","VISEU","-7.9124712","40.6565861","AVEIRO                        SEVER DO VOUGA","AVEIRO","SEVER DO VOUGA","-8.3717672","40.7334189"
"1929","279","1877",NA,"female",NA,NA,"1911","AVEIRO                         MURTOSA","AVEIRO","MURTOSA","-8.6399173","40.7370493","LEIRIA                        PENICHE","LEIRIA","PENICHE","-9.387622","39.3603291"
"1930","859","1941",NA,"male",NA,NA,"1970","AVEIRO                         ESTARREJA","AVEIRO","ESTARREJA","-8.5709856","40.7528385","AVEIRO                        SEVER DO VOUGA","AVEIRO","SEVER DO VOUGA","-8.3717672","40.7334189"
"1931","174","1959",NA,"unknown",NA,NA,"1980","AVEIRO                         S. JOÃO DA MADEIRA","AVEIRO","S. JOÃO DA MADEIRA","-8.4906716","40.9005238","SETUBAL                       BARREIRO","SETUBAL","BARREIRO","-9.0790724","38.6608149"
"1932","304","1906",NA,"female",NA,NA,"1943","SANTAREM                       ALPIARÇA","SANTAREM","ALPIARÇA","-8.5820055","39.2591889",NA,NA,NA,NA,NA
"1933","351","1921",NA,"male",NA,NA,"1955","BRAGA                          VILA VERDE","BRAGA","VILA VERDE","-8.4332813","41.6507161","LEIRIA                        POMBAL","LEIRIA","POMBAL","-8.6321415","39.9167748"
"1934","551","1985",NA,"female",NA,NA,"2019","BRAGANCA                       MIRANDELA","BRAGANCA","MIRANDELA","-7.1808711","41.4853545","C BRANCO                      OLEIROS","C BRANCO","OLEIROS","-7.9138535","39.9201996"
"1935","858","1917",NA,"male",NA,NA,"1940","GUARDA                         MEDA","GUARDA","MEDA","-7.2595951","40.9670544","AVEIRO                        ALBERGARIA-A-VELHA","AVEIRO","ALBERGARIA-A-VELHA","-8.4796655","40.6894236"
